,_id,stratmed_sku,brand_code,brand_name,category,committed_volume,dose_size,dpco_list,form,generic_name,group,gst,manufacturer_code,mrp,price_effective_from_date,price_effective_to_date,purchase_price_w_gst,remarks,roa,status,subcategory,therapy_code,unit_per_pack,uom_pack_type,business_unit,dpco_ceiling_price,hsn_code,innovator_brand,marketed_by,therapy_name,group_name,manufacturer_name,category_name,subcategory_name,form_name,roa_name,created_by,created_date,unit_per_pack_num,update_date,updated_by,1m_mfg_name,generic_code,combined
3963,600875F916802C03E8AE8B39,104862,NAN,FREEDASE 30 TAB,CAT100,NAN,30MCG+2MG,NO,FOR102,DIENOGEST+ETHINYL ESTRADIOL,GRP219,12,SMMFG00012-01,480.0,NAN,NAN,NAN,NAN,ROA102,ACTIVE,SUBC100,STH100,21,STRIP,NAN,NAN,NAN,NO,SUN PHARMA,GYNAECOLOGY,HORMO.CONTRACEP.NONTOP.,SUN PHARMA,PHARMA,GYNAECOLOGY,TABLETS,ORAL,NAN,NAN,NAN,NAN,NAN,NAN,NAN,DIENOGEST+ETHINYL ESTRADIOL_TABLETS_30MCG+2MG_SUN PHARMA_FREEDASE 30 TAB_21_480.0
3991,600875F916802C03E8AE8B5D,104898,NAN,OVULOC LD TAB,CAT100,NAN,0.15MG+0.02MG,NO,FOR102,DESOGESTREL+ETHINYL ESTRADIOL,GRP219,12,SMMFG00412-01,153.4,NAN,NAN,NAN,NAN,ROA102,ACTIVE,SUBC100,STH100,21,STRIP,NAN,NAN,NAN,NO,SERUM INSTITUTE,GYNAECOLOGY,HORMO.CONTRACEP.NONTOP.,SERUM INSTITUTE,PHARMA,GYNAECOLOGY,TABLETS,ORAL,NAN,NAN,NAN,NAN,NAN,NAN,NAN,DESOGESTREL+ETHINYL ESTRADIOL_TABLETS_0.15MG+0.02MG_SERUM INSTITUTE_OVULOC LD TAB_21_153.4
4444,600875F916802C03E8AE8D82,105447,NAN,GABANTIN FORTE TAB,CAT100,NAN,300MG+500MCG,NO,FOR102,GABAPENTIN+METHYLCOBALAMIN,GRP136,12,SMMFG00012-01,189.0,NAN,NAN,NAN,NAN,ROA102,ACTIVE,SUBC109,STH104,10,STRIP,NAN,NAN,NAN,NO,SUN PHARMA,CENTRAL NERVOUS SYSTEM DISORDERS,ANTIEPILEPTICS,SUN PHARMA,PHARMA,NEUROLOGY,TABLETS,ORAL,NAN,NAN,NAN,NAN,NAN,NAN,NAN,GABAPENTIN+METHYLCOBALAMIN_TABLETS_300MG+500MCG_SUN PHARMA_GABANTIN FORTE TAB_10_189.0
5324,600875FA16802C03E8AE919F,106501,NAN,IBIFLO S 250 NEXHALER,CAT100,NAN,250MCG+25MCG,NAN,FOR152,FLUTICASONE PROPIONATE+SALMETEROL,GRP174,12,SMMFG00044-01,697.0,NAN,NAN,NAN,NAN,ROA104,ACTIVE,SUBC104,STH106,1,PIECE,NAN,NAN,NAN,NO,NAN,RESPIRATORY ILLNESSES AND DISEASES,BRONCHODIL.INHALANT PREP.,INDIABULLS PHARMA,PHARMA,PULMONOLOGY,INHALERS,INHALATIONAL,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FLUTICASONE PROPIONATE+SALMETEROL_INHALERS_250MCG+25MCG_INDIABULLS PHARMA_IBIFLO S 250 NEXHALER_1_697.0
7037,600875FB16802C03E8AE9932,109433,NAN,AUGMENTIN 1.2 GM INJ,CAT100,NAN,1000MG+200MG,NO,FOR105,AMOXYCILLIN+CLAVULANIC ACID,GRP114,12,SMMFG00001-01,140.22,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC103,STH103,1,VIAL,NAN,NAN,NAN,NO,NAN,ANTI-INFECTIVES & INFECTIOUS DISEASES,AMPICILLIN/AMOXYCILLIN,GLAXOSMITHKLINE,PHARMA,ANTI-INFECTIVES,INJECTIONS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,AMOXYCILLIN+CLAVULANIC ACID_INJECTIONS_1000MG+200MG_GLAXOSMITHKLINE_AUGMENTIN 1.2 GM INJ_1_140.22
8856,600875FC16802C03E8AEA096,111325,NAN,ADVENT 600 MG INJ,CAT100,NAN,500MG+100MG,NO,FOR105,AMOXYCILLIN+CLAVULANIC ACID,GRP114,12,SMMFG00010-01,98.67,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC103,STH103,1,VIAL,NAN,NAN,NAN,NO,NAN,ANTI-INFECTIVES & INFECTIOUS DISEASES,AMPICILLIN/AMOXYCILLIN,CIPLA,PHARMA,ANTI-INFECTIVES,INJECTIONS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,AMOXYCILLIN+CLAVULANIC ACID_INJECTIONS_500MG+100MG_CIPLA_ADVENT 600 MG INJ_1_98.67
8903,600875FC16802C03E8AEA0C6,111373,NAN,AMCRYLATE BIO ADHESIVE 0.25 ML,CAT100,NAN,NAN,NO,FOR105,ISO AMYL 2-CYNOACRYLATE,GRP286,12,SMMFG01615-01,500.0,1970-01-01T00:00:00.000Z,1970-01-01T00:00:00.000Z,0.0,NAN,ROA100,ACTIVE,SUBC114,STH107,1,AMPOULE,NAN,NAN,NAN,NO,CONCORD DRUGS,OTHERS,OTHERS,CONCORD DRUGS,PHARMA,OTHERS,INJECTIONS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,ISO AMYL 2-CYNOACRYLATE_INJECTIONS_NAN_CONCORD DRUGS_AMCRYLATE BIO ADHESIVE 0.25 ML_1_500.0
10012,600875FD16802C03E8AEA52D,112500,NAN,ADVENT 300 MG INJ,CAT100,NAN,250MG+50MG,NO,FOR105,AMOXYCILLIN+CLAVULANIC ACID,GRP114,12,SMMFG00010-01,87.72,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC103,STH103,1,VIAL,NAN,NAN,NAN,NO,NAN,ANTI-INFECTIVES & INFECTIOUS DISEASES,AMPICILLIN/AMOXYCILLIN,CIPLA,PHARMA,ANTI-INFECTIVES,INJECTIONS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,AMOXYCILLIN+CLAVULANIC ACID_INJECTIONS_250MG+50MG_CIPLA_ADVENT 300 MG INJ_1_87.72
12482,600875FE16802C03E8AEAEE7,114990,NAN,AMCRYLATE BIO ADHESIVE 0.25 ML,CAT100,NAN,NAN,NO,FOR105,ISO AMYL 2-CYNOACRYLATE,GRP286,12,SMMFG01615-01,500.0,1970-01-01T00:00:00.000Z,1970-01-01T00:00:00.000Z,0.0,NAN,ROA100,ACTIVE,SUBC114,STH107,1,AMPOULE,NAN,NAN,NAN,NO,CONCORD DRUGS,OTHERS,OTHERS,CONCORD DRUGS,PHARMA,OTHERS,INJECTIONS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,ISO AMYL 2-CYNOACRYLATE_INJECTIONS_NAN_CONCORD DRUGS_AMCRYLATE BIO ADHESIVE 0.25 ML_1_500.0
26825,6008760416802C03E8AEE7CE,129557,NAN,BIOCHEMDRYL SYP 100 ML,CAT100,NAN,NAN,NO,FOR104,AMMONIUM CHLORIDE+DIPHENHYDRAMINE+MENTHOL,GRP286,12,SMMFG01064-01,115.1,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC114,STH107,1,BOTTLE,NAN,NAN,NAN,NO,NAN,OTHERS,OTHERS,BIOCHEM PHARMACEUTICAL,PHARMA,OTHERS,SYRUPS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,AMMONIUM CHLORIDE+DIPHENHYDRAMINE+MENTHOL_SYRUPS_NAN_BIOCHEM PHARMACEUTICAL_BIOCHEMDRYL SYP 100 ML_1_115.1
27559,6008760416802C03E8AEEAC3,130314,NAN,BENZOLE TAB,CAT100,NAN,NAN,NO,FOR102,ALBENDAZOLE+IVERMECTIN,GRP120,12,SMMFG00377-01,1.43,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC103,STH103,1,STRIP,NAN,NAN,NAN,NO,NAN,ANTI-INFECTIVES & INFECTIOUS DISEASES,ANTHELMINTICS EX.SCHIS.,FLAMINGO PHARMA,PHARMA,ANTI-INFECTIVES,TABLETS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,ALBENDAZOLE+IVERMECTIN_TABLETS_NAN_FLAMINGO PHARMA_BENZOLE TAB_1_1.43
28482,6008760516802C03E8AEEE6C,131251,NAN,BENZOLE TAB,CAT100,NAN,NAN,NO,FOR102,ALBENDAZOLE+IVERMECTIN,GRP120,12,SMMFG00377-01,1.43,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC103,STH103,1,STRIP,NAN,NAN,NAN,NO,NAN,ANTI-INFECTIVES & INFECTIOUS DISEASES,ANTHELMINTICS EX.SCHIS.,FLAMINGO PHARMA,PHARMA,ANTI-INFECTIVES,TABLETS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,ALBENDAZOLE+IVERMECTIN_TABLETS_NAN_FLAMINGO PHARMA_BENZOLE TAB_1_1.43
28554,6008760516802C03E8AEEEB5,131324,NAN,BIOCHEMDRYL SYP 100 ML,CAT100,NAN,NAN,NO,FOR104,AMMONIUM CHLORIDE+DIPHENHYDRAMINE+MENTHOL,GRP286,12,SMMFG01064-01,115.1,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC114,STH107,1,BOTTLE,NAN,NAN,NAN,NO,NAN,OTHERS,OTHERS,BIOCHEM PHARMACEUTICAL,PHARMA,OTHERS,SYRUPS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,AMMONIUM CHLORIDE+DIPHENHYDRAMINE+MENTHOL_SYRUPS_NAN_BIOCHEM PHARMACEUTICAL_BIOCHEMDRYL SYP 100 ML_1_115.1
31108,6008760616802C03E8AEF8C9,133904,NAN,BULKY SYP 100 ML,CAT100,NAN,NAN,NO,FOR104,LACTULOSE,GRP235,12,SMMFG01246-01,76.92,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC102,STH102,1,BOTTLE,NAN,NAN,NAN,NO,NAN,GASTROENTEROLOGY,LAXATIVES,ZANEKA,PHARMA,GASTROENTEROLOGY,SYRUPS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,LACTULOSE_SYRUPS_NAN_ZANEKA_BULKY SYP 100 ML_1_76.92
32134,6008760616802C03E8AEFCDC,134947,NAN,BULKY SYP 100 ML,CAT100,NAN,NAN,NO,FOR104,LACTULOSE,GRP235,12,SMMFG01246-01,76.92,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC102,STH102,1,BOTTLE,NAN,NAN,NAN,NO,NAN,GASTROENTEROLOGY,LAXATIVES,ZANEKA,PHARMA,GASTROENTEROLOGY,SYRUPS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,LACTULOSE_SYRUPS_NAN_ZANEKA_BULKY SYP 100 ML_1_76.92
36985,6008760816802C03E8AF106F,139958,NAN,CLOPAN CREAM 30 GM,CAT100,NAN,NAN,NO,FOR113,CLOBETASOL,GRP192,12,SMMFG01268-01,80.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC110,STH109,1,TUBE,NAN,NAN,NAN,NO,NAN,DERMATOLOGY,CORTICOSTEROIDS PLAIN,PANZER PHARMACEUTICALS,PHARMA,DERMATOLOGY,CREAMS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,CLOBETASOL_CREAMS_NAN_PANZER PHARMACEUTICALS_CLOPAN CREAM 30 GM_1_80.0
38015,6008760916802C03E8AF147E,140997,NAN,CLOPAN CREAM 30 GM,CAT100,NAN,NAN,NO,FOR113,CLOBETASOL,GRP192,12,SMMFG01268-01,80.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC110,STH109,1,TUBE,NAN,NAN,NAN,NO,NAN,DERMATOLOGY,CORTICOSTEROIDS PLAIN,PANZER PHARMACEUTICALS,PHARMA,DERMATOLOGY,CREAMS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,CLOBETASOL_CREAMS_NAN_PANZER PHARMACEUTICALS_CLOPAN CREAM 30 GM_1_80.0
70990,6008761616802C03E8AF96EA,174385,NAN,FEMILON TAB,CAT100,NAN,0.15MG+0.02MG,NO,FOR102,DESOGESTREL+ETHINYL ESTRADIOL,GRP286,12,SMMFG00024-02,250.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC114,STH107,21,STRIP,NAN,NAN,NAN,NO,NAN,OTHERS,OTHERS,ORGANON INDIA LTD,PHARMA,OTHERS,TABLETS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,DESOGESTREL+ETHINYL ESTRADIOL_TABLETS_0.15MG+0.02MG_ORGANON INDIA LTD_FEMILON TAB_21_250.0
71023,6008761616802C03E8AF9710,174423,NAN,FREEDASE 30 TAB,CAT100,NAN,30MCG+2MG,NO,FOR102,DIENOGEST+ETHINYL ESTRADIOL,GRP286,12,SMMFG01470-01,480.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC114,STH107,21,STRIP,NAN,NAN,NAN,NO,NAN,OTHERS,OTHERS,SUN PHARMA,PHARMA,OTHERS,TABLETS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,DIENOGEST+ETHINYL ESTRADIOL_TABLETS_30MCG+2MG_SUN PHARMA_FREEDASE 30 TAB_21_480.0
78596,6008761F16802C03E8AFB4FF,182086,NAN,GINETTE 35 TAB,CAT100,NAN,2MG+0.035MG,NO,FOR102,CYPROTERONE+ETHINYL ESTRADIOL,GRP286,12,SMMFG00010-01,326.02,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC114,STH107,21,STRIP,NAN,NAN,NAN,NO,NAN,OTHERS,OTHERS,CIPLA,PHARMA,OTHERS,TABLETS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,CYPROTERONE+ETHINYL ESTRADIOL_TABLETS_2MG+0.035MG_CIPLA_GINETTE 35 TAB_21_326.02
78660,6008761F16802C03E8AFB546,182157,NAN,GABANTIN FORTE TAB,CAT100,NAN,300MG+500MCG,NO,FOR102,GABAPENTIN+METHYLCOBALAMIN,GRP136,12,SMMFG01470-01,189.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA102,ACTIVE,SUBC109,STH104,10,STRIP,NAN,NAN,NAN,NO,NAN,CENTRAL NERVOUS SYSTEM DISORDERS,ANTIEPILEPTICS,SUN PHARMA,PHARMA,NEUROLOGY,TABLETS,ORAL,NAN,NAN,NAN,NAN,NAN,NAN,NAN,GABAPENTIN+METHYLCOBALAMIN_TABLETS_300MG+500MCG_SUN PHARMA_GABANTIN FORTE TAB_10_189.0
89522,6008762A16802C03E8AFE023,193132,NAN,IBIFLO S 250 NEXHALER,CAT100,NAN,250MCG+25MCG,NO,FOR152,FLUTICASONE PROPIONATE+SALMETEROL,GRP174,12,SMMFG00044-01,697.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC114,STH106,1,PACKET,NAN,NAN,NAN,NO,NAN,RESPIRATORY ILLNESSES AND DISEASES,BRONCHODIL.INHALANT PREP.,INDIABULLS PHARMA,PHARMA,OTHERS,INHALERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FLUTICASONE PROPIONATE+SALMETEROL_INHALERS_250MCG+25MCG_INDIABULLS PHARMA_IBIFLO S 250 NEXHALER_1_697.0
94196,6008762B16802C03E8AFF28F,197848,NAN,KRIMSON 35 TAB,CAT100,NAN,2MG+0.035MG,NO,FOR102,CYPROTERONE+ETHINYL ESTRADIOL,GRP286,12,SMMFG01470-01,358.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC114,STH107,21,STRIP,NAN,NAN,NAN,NO,NAN,OTHERS,OTHERS,SUN PHARMA,PHARMA,OTHERS,TABLETS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,CYPROTERONE+ETHINYL ESTRADIOL_TABLETS_2MG+0.035MG_SUN PHARMA_KRIMSON 35 TAB_21_358.0
94217,6008762B16802C03E8AFF2A6,197871,NAN,KZ PLUS LOTION 75 ML,CAT100,NAN,2%W/V+1%W/V,NO,FOR138,KETOCONAZOLE+ZINC PYRITHIONE,GRP217,12,SMMFG00043-01,349.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC110,STH109,1,BOTTLE,NAN,NAN,NAN,NO,NAN,DERMATOLOGY,HAIR CARE/ANTIDANDRUFF PREP.,HEGDE & HEGDE,PHARMA,DERMATOLOGY,LOTIONS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,KETOCONAZOLE+ZINC PYRITHIONE_LOTIONS_2%W/V+1%W/V_HEGDE & HEGDE_KZ PLUS LOTION 75 ML_1_349.0
101141,6008762E16802C03E8B00E1C,204901,NAN,LORTINIL TZ INJ,CAT100,NAN,1000MG+125MG,NO,FOR105,CEFTAZIDIME+TAZOBACTUM,GRP183,12,SMMFG00037-01,413.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC103,STH103,1,VIAL,NAN,NAN,NAN,NO,NAN,ANTI-INFECTIVES & INFECTIOUS DISEASES,CEPHALOSPORINS,VERITAZ HEALTHCARE,PHARMA,ANTI-INFECTIVES,INJECTIONS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,CEFTAZIDIME+TAZOBACTUM_INJECTIONS_1000MG+125MG_VERITAZ HEALTHCARE_LORTINIL TZ INJ_1_413.0
120037,6008763616802C03E8B058DF,224040,NAN,NOVELON TAB,CAT100,NAN,0.15MG+0.03MG,NO,FOR102,DESOGESTREL+ETHINYL ESTRADIOL,GRP286,12,SMMFG00024-02,218.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC114,STH107,21,STRIP,NAN,NAN,NAN,NO,NAN,OTHERS,OTHERS,ORGANON INDIA LTD,PHARMA,OTHERS,TABLETS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,DESOGESTREL+ETHINYL ESTRADIOL_TABLETS_0.15MG+0.03MG_ORGANON INDIA LTD_NOVELON TAB_21_218.0
128975,6008763B16802C03E8B07C33,233084,NAN,OVULOC LD TAB,CAT100,NAN,0.15MG+0.02MG,NO,FOR102,DESOGESTREL+ETHINYL ESTRADIOL,GRP286,12,SMMFG00412-01,153.4,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC114,STH107,21,STRIP,NAN,NAN,NAN,NO,NAN,OTHERS,OTHERS,SERUM INSTITUTE,PHARMA,OTHERS,TABLETS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,DESOGESTREL+ETHINYL ESTRADIOL_TABLETS_0.15MG+0.02MG_SERUM INSTITUTE_OVULOC LD TAB_21_153.4
174333,6008764E16802C03E8B12F68,278961,NAN,TELVAS AM TAB,CAT100,NAN,5MG+40MG,NO,FOR102,AMLODIPINE+TELMISARTAN,GRP224,12,SMMFG00002-01,69.75,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC101,STH101,10,STRIP,NAN,NAN,NAN,NO,NAN,CARDIOLOGY,HYPOTENSIVE DUAL COMB.,ARISTO PHARMA,PHARMA,CARDIAC & HEMATINICS,TABLETS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,AMLODIPINE+TELMISARTAN_TABLETS_5MG+40MG_ARISTO PHARMA_TELVAS AM TAB_10_69.75
